"803","113","spouseOrConcubine"
"803","121","father"
"803","359","spouseOrConcubine"
"803","793","spouseOrConcubine"
"803","811","father"
"803","3064","spouseOrConcubine"
"808","359","spouseOrConcubine"
"808","381","father"
"808","382","father"
"808","773","father"
"808","803","father"
"808","2066","father"
"808","2660","father"
"808","3010","father"
"809","817","father"
"811","793","spouseOrConcubine"
"815","893","father"
"818","377","father"
"817","784","father"
"824","516","spouseOrConcubine"
"824","1471","mother"
"824","619","spouseOrConcubine"
"824","836","mother"
"824","846","mother"
"824","2005","spouseOrConcubine"
"828","444","father"
"835","1158","father"
"840","537","father"
"840","1778","father"
"843","137","father"
"843","354","spouseOrConcubine"
"843","525","father"
"843","2249","father"
"843","2256","father"
"843","2261","father"
"843","2392","father"
"855","668","father"
"848","1368","father"
"848","1730","spouseOrConcubine"
"869","1888","father"
"869","2412","spouseOrConcubine"
"871","538","spouseOrConcubine"
"871","1520","spouseOrConcubine"
"872","35","father"
"872","2129","father"
"873","2969","father"
"875","360","father"
"875","1081","father"
"875","731","father"
"875","2548","father"
"875","2592","father"
"875","3068","father"
"876","1585","father"
"877","72","father"
"878","1661","father"
"878","2990","father"
"879","371","father"
"880","383","father"
"874","1168","father"
"874","1400","spouseOrConcubine"
"874","2313","spouseOrConcubine"
"881","42","father"
"882","214","spouseOrConcubine"
"882","375","spouseOrConcubine"
"882","750","spouseOrConcubine"
"882","1735","mother"
"884","650","father"
"890","2060","father"
"893","1681","father"
"896","1741","father"
"897","1242","father"
"901","3005","father"
"903","26","spouseOrConcubine"
"903","44","father"
"903","54","spouseOrConcubine"
"903","153","spouseOrConcubine"
"903","416","spouseOrConcubine"
"903","994","father"
"903","1036","spouseOrConcubine"
"903","1075","father"
"903","1129","father"
"903","1353","spouseOrConcubine"
"903","1839","spouseOrConcubine"
"903","2073","spouseOrConcubine"
"903","2189","father"
"903","2260","father"
"903","2387","father"
"903","2700","father"
"903","2941","spouseOrConcubine"
"907","27","spouseOrConcubine"
"907","207","father"
"907","2138","spouseOrConcubine"
"907","2941","spouseOrConcubine"
"1605","113","spouseOrConcubine"
"1605","120","mother"
"1605","804","mother"
"1605","2243","spouseOrConcubine"
"1622","1592","father"
"1625","1033","father"
"1627","1626","father"
"1628","1749","father"
"1629","945","spouseOrConcubine"
"1630","1314","father"
"1632","214","father"
"1632","750","spouseOrConcubine"
"1632","783","spouseOrConcubine"
"1633","873","father"
"1639","837","father"
"1639","1780","father"
"1639","1783","father"
"1645","1","mother"
"1645","242","spouseOrConcubine"
"1645","1162","spouseOrConcubine"
"1645","1790","spouseOrConcubine"
"1645","2087","mother"
"1645","2108","mother"
"1645","3095","spouseOrConcubine"
"1646","2036","father"
"1649","2622","father"
"1650","2615","father"
"1647","1490","father"
"1663","522","father"
"1669","378","father"
"1672","386","father"
"1675","987","spouseOrConcubine"
"1675","2031","spouseOrConcubine"
"1680","991","spouseOrConcubine"
"1680","1698","father"
"1680","2768","father"
"1681","1100","father"
"1683","76","father"
"1685","999","father"
"1685","2569","father"
"1686","39","father"
"1686","191","father"
"1686","1011","father"
"1686","1345","father"
"1686","1462","father"
"1686","1465","father"
"1686","842","father"
"1686","1640","father"
"1686","2227","father"
"1686","2253","father"
"1686","2568","father"
"1686","2602","father"
"1686","2911","father"
"1687","264","father"
"1687","2745","father"
"1687","2943","spouseOrConcubine"
"1690","1719","father"
"1695","2312","father"
"1695","2987","father"
"1696","1028","father"
"1698","687","father"
"1700","369","father"
"1700","1316","father"
"1700","1383","father"
"1700","1755","father"
"1700","1848","father"
"1700","2081","father"
"1700","2197","father"
"1700","2640","father"
"1700","3026","father"
"1692","1999","father"
"1706","3070","father"
"1707","1123","father"
"1709","1211","father"
"1710","335","spouseOrConcubine"
"1710","954","spouseOrConcubine"
"1710","1206","father"
"1710","1928","father"
"1710","2369","spouseOrConcubine"
"1715","1484","spouseOrConcubine"
"1715","719","father"
"1715","905","father"
"1715","1721","father"
"1715","1756","father"
"1715","1938","spouseOrConcubine"
"1715","2747","father"
"1717","724","father"
"1718","2488","father"
"1719","1750","father"
"1711","1598","father"
"1730","1085","father"
"1730","1368","spouseOrConcubine"
"1730","848","spouseOrConcubine"
"1730","1667","father"
"1730","1950","father"
"1730","2174","spouseOrConcubine"
"1730","2292","spouseOrConcubine"
"1730","2516","father"
"1730","3000","spouseOrConcubine"
"1732","819","father"
"1735","14","spouseOrConcubine"
"1735","118","father"
"1747","899","father"
"1749","1718","father"
"1750","2743","father"
"1751","993","spouseOrConcubine"
"1751","1209","father"
"1751","2250","father"
"1751","2338","father"
"1751","2593","father"
"1751","2728","spouseOrConcubine"
"1751","2821","spouseOrConcubine"
"1751","2984","father"
"1761","1216","spouseOrConcubine"
"1761","616","spouseOrConcubine"
"1761","662","mother"
"1761","913","mother"
"1761","1793","mother"
"1761","2401","spouseOrConcubine"
"1767","898","father"
"1773","286","father"
"1775","1432","father"
"1778","68","spouseOrConcubine"
"1778","2259","father"
"1778","2496","father"
"1782","58","spouseOrConcubine"
"1782","620","mother"
"1782","1685","mother"
"1782","1978","mother"
"1782","2075","mother"
"1782","2727","mother"
"1782","2841","spouseOrConcubine"
"1782","3086","mother"
"1785","844","father"
"1787","2696","father"
"1784","152","spouseOrConcubine"
"1784","2444","spouseOrConcubine"
"1784","2478","father"
"1788","1224","father"
"1790","242","father"
"1790","1475","father"
"1790","658","father"
"1790","1645","spouseOrConcubine"
"1790","2929","father"
"1791","2297","father"
"1792","114","father"
"1795","19","father"
"1795","351","father"
"1795","1167","father"
"1800","2899","father"
"1802","223","father"
"1803","682","spouseOrConcubine"
"1803","1813","father"
"1803","2386","father"
"1804","1092","father"
"1807","2073","spouseOrConcubine"
"1807","2326","father"
"1808","69","spouseOrConcubine"
"1808","673","father"
"1808","1748","father"
"1808","2118","father"
"1808","2884","father"
"1808","3080","spouseOrConcubine"
"1809","2210","father"
"1810","997","spouseOrConcubine"
"1813","993","spouseOrConcubine"
"1813","1012","mother"
"1813","616","spouseOrConcubine"
"1813","645","mother"
"1813","682","spouseOrConcubine"
"1813","1751","mother"
"1813","1820","mother"
"1813","2401","spouseOrConcubine"
"1813","2429","mother"
"1813","2741","mother"
"1813","2821","spouseOrConcubine"
"1813","3002","mother"
"1820","242","spouseOrConcubine"
"1820","1305","father"
"1820","1645","father"
"1820","1790","father"
"1820","2004","father"
"1821","1969","father"
"1822","1970","father"
"1824","2689","father"
"1823","691","father"
"1828","1228","mother"
"1830","451","father"
"1830","984","father"
"1830","985","father"
"1830","2103","father"
"1831","1487","father"
"1831","1552","father"
"1839","59","mother"
"1839","994","spouseOrConcubine"
"1839","903","spouseOrConcubine"
"1839","2941","spouseOrConcubine"
"1842","538","spouseOrConcubine"
"1842","1520","spouseOrConcubine"
"1842","2507","mother"
"1842","2576","mother"
"1842","2675","mother"
"1842","2866","mother"
"1843","954","spouseOrConcubine"
"1843","1877","spouseOrConcubine"
"1843","1928","spouseOrConcubine"
"1843","2316","mother"
"1843","2669","mother"
"1844","12","mother"
"1844","23","spouseOrConcubine"
"1844","156","mother"
"1844","575","mother"
"1844","1292","mother"
"1844","1784","mother"
"1844","2078","mother"
"1844","2131","mother"
"1844","2181","mother"
"1844","2972","mother"
"1844","3052","spouseOrConcubine"
"1844","3111","mother"
"1845","1372","father"
"1846","2659","father"
"1841","38","mother"
"1841","365","mother"
"1841","2119","spouseOrConcubine"
"1841","2412","spouseOrConcubine"
"1841","2610","mother"
"1841","2762","spouseOrConcubine"
"1841","3098","mother"
"1858","542","father"
"1863","1791","father"
"1866","3039","father"
"1867","3031","father"
"1868","2186","father"
"1871","2132","father"
"1876","1309","father"
"1877","986","father"
"1877","1317","father"
"1877","1364","father"
"1877","1520","spouseOrConcubine"
"1877","607","spouseOrConcubine"
"1877","1843","spouseOrConcubine"
"1877","2316","father"
"1877","2669","father"
"1885","730","father"
"1886","2663","father"
"1887","1216","spouseOrConcubine"
"1887","616","spouseOrConcubine"
"1887","2401","spouseOrConcubine"
"1887","2430","mother"
"1888","2119","spouseOrConcubine"
"1888","2412","spouseOrConcubine"
"1888","2762","spouseOrConcubine"
"1889","1065","father"
"1889","1785","father"
"1889","1824","father"
"1896","2533","father"
"1897","2450","spouseOrConcubine"
"1898","924","father"
"1898","977","father"
"1898","1222","father"
"1898","1488","father"
"1901","588","father"
"1908","514","father"
"1909","2283","father"
"1918","6","father"
"1928","340","father"
"1928","954","spouseOrConcubine"
"1928","1843","spouseOrConcubine"
"1928","1877","father"
"1929","1303","father"
"1930","236","father"
"1930","1425","spouseOrConcubine"
"1930","761","spouseOrConcubine"
"1930","2040","spouseOrConcubine"
"1933","1005","spouseOrConcubine"
"1933","2468","father"
"1934","66","father"
"1938","683","spouseOrConcubine"
"1938","719","mother"
"1938","905","mother"
"1938","1715","spouseOrConcubine"
"1938","1721","mother"
"1938","1756","mother"
"1938","2747","mother"
"1940","950","spouseOrConcubine"
"1941","1679","mother"
"1946","1342","spouseOrConcubine"
"1946","1980","mother"
"1949","2664","father"
"1953","828","father"
"1959","1436","father"
"1959","2639","father"
"1960","2968","father"
"1961","1997","father"
"1963","1717","father"
"1964","1871","father"
"1968","683","father"
"1969","1484","father"
"1970","1707","father"
"1979","1003","father"
"1980","1342","spouseOrConcubine"
"1982","1220","father"
"1983","2041","father"
"1987","1821","father"
"1988","2185","father"
"1989","2286","father"
"1992","1088","father"
"1996","2300","father"
"1997","1992","father"
"1998","2254","father"
"1999","2055","father"
"2001","105","spouseOrConcubine"
"2001","412","spouseOrConcubine"
"2003","198","father"
"2004","671","father"
"2004","1889","father"
"2004","2116","father"
"2005","516","spouseOrConcubine"
"2005","1219","father"
"2005","1251","spouseOrConcubine"
"2005","1280","father"
"2005","1544","spouseOrConcubine"
"2005","619","father"
"2005","824","spouseOrConcubine"
"2005","2088","father"
"2005","2334","spouseOrConcubine"
"2005","2544","father"
"2010","1476","father"
"2013","1051","father"
"2013","1138","father"
"2013","743","father"
"2013","760","father"
"2013","785","father"
"2013","2991","father"
"2013","3004","father"
"2014","474","father"
"2016","2322","father"
"2017","2026","father"
"2018","473","father"
"2024","2459","father"
"2026","707","father"
"2031","987","father"
"2031","1675","spouseOrConcubine"
"2036","2460","father"
"2020","367","father"
"2040","236","mother"
"2040","1499","spouseOrConcubine"
"2040","1512","spouseOrConcubine"
"2040","761","spouseOrConcubine"
"2040","1930","spouseOrConcubine"
"2041","69","spouseOrConcubine"
"2041","1808","father"
"2041","3080","spouseOrConcubine"
"2042","1809","father"
"2043","1946","father"
"2047","2095","father"
"2050","2398","father"
"2051","1951","father"
"2052","2536","father"
"2057","1959","father"
"2055","119","father"
"2055","1993","father"
"2055","2363","father"
"2055","2827","father"
"2060","1319","father"
"2061","2681","father"
"2065","2246","father"
"2067","2995","father"
"2058","2505","father"
"2069","63","father"
"2073","994","spouseOrConcubine"
"2073","903","spouseOrConcubine"
"2073","1807","spouseOrConcubine"
"2073","2326","spouseOrConcubine"
"2073","2941","spouseOrConcubine"
"2074","2920","father"
"2075","21","father"
"2075","1057","father"
"2075","1197","father"
"2075","1201","father"
"2075","1402","father"
"2078","2682","father"
"2082","487","mother"
"2082","529","mother"
"2082","938","mother"
"2082","1468","mother"
"2082","1582","mother"
"2082","1615","mother"
"2082","1773","mother"
"2082","2143","spouseOrConcubine"
"2082","2357","mother"
"2082","2841","spouseOrConcubine"
"2095","1366","father"
"2100","253","father"
"2100","917","father"
"2100","923","father"
"2100","1816","father"
"2100","1835","father"
"2100","2150","father"
"2100","2288","father"
"2108","1114","father"
"2108","1302","father"
"2108","2431","spouseOrConcubine"
"2108","3095","spouseOrConcubine"
"2109","169","mother"
"2109","171","mother"
"2110","1817","mother"
"2111","2745","spouseOrConcubine"
"2111","2943","mother"
"2112","717","mother"
"2112","1677","mother"
"2112","2998","spouseOrConcubine"
"2114","507","father"
"2116","1035","father"
"2116","857","father"
"2116","1896","father"
"2119","31","spouseOrConcubine"
"2119","416","spouseOrConcubine"
"2119","994","spouseOrConcubine"
"2119","1841","spouseOrConcubine"
"2119","1888","spouseOrConcubine"
"2119","2412","mother"
"2119","2762","spouseOrConcubine"
"2124","16","spouseOrConcubine"
"2124","175","mother"
"2124","342","spouseOrConcubine"
"2124","1332","mother"
"2124","1497","mother"
"2124","1520","spouseOrConcubine"
"2124","2840","mother"
"2126","26","spouseOrConcubine"
"2130","277","father"
"2130","2486","father"
"2132","1221","father"
"2137","1404","father"
"2138","27","father"
"2138","907","spouseOrConcubine"
"2138","2941","spouseOrConcubine"
"2138","3055","father"
"2139","2722","father"
"2142","2841","father"
"2143","487","father"
"2143","529","father"
"2143","938","father"
"2143","1267","father"
"2143","1407","spouseOrConcubine"
"2143","1468","father"
"2143","1582","father"
"2143","1615","father"
"2143","1773","father"
"2143","1840","father"
"2143","2082","spouseOrConcubine"
"2143","2357","father"
"2143","2433","spouseOrConcubine"
"2143","2832","father"
"2143","2845","father"
"2144","2463","father"
"2147","940","mother"
"2147","1134","spouseOrConcubine"
"2147","1897","mother"
"2147","2257","spouseOrConcubine"
"2147","2450","spouseOrConcubine"
"2149","1330","father"
"2149","706","father"
"2149","1606","father"
"2149","2677","father"
"2155","2945","father"
"2152","1961","father"
"2153","374","father"
"2153","2959","father"
"2154","1599","father"
"2160","239","father"
"2161","563","father"
"2161","1135","father"
"2161","1513","father"
"2165","872","father"
"2165","3053","spouseOrConcubine"
"2167","437","father"
"2174","1085","spouseOrConcubine"
"2174","791","mother"
"2174","1730","spouseOrConcubine"
"2174","3000","spouseOrConcubine"
"2181","57","father"
"2185","2457","father"
"2186","410","father"
"2186","2500","father"
"2191","2626","father"
"2198","631","father"
"2201","823","father"
"2207","809","father"
"2210","1359","father"
"2210","726","father"
"2210","2613","father"
"2214","1727","father"
"2221","636","father"
"2229","818","father"
"2232","384","father"
"2228","903","father"
"2228","2941","spouseOrConcubine"
"2233","222","father"
"2233","646","father"
"2233","813","father"
"2233","1623","father"
"2233","2192","father"
"2233","2324","father"
"2233","2453","father"
"2233","2627","father"
"2235","2264","father"
"2236","380","father"
"2245","227","father"
"2243","113","father"
"2243","1605","spouseOrConcubine"
"2249","684","father"
"2249","2542","father"
"2257","940","spouseOrConcubine"
"2257","1134","spouseOrConcubine"
"2257","2147","spouseOrConcubine"
"2259","68","spouseOrConcubine"
"2259","537","spouseOrConcubine"
"2259","1453","father"
"2259","1998","father"
"2265","894","father"
"2265","1619","father"
"2266","1442","father"
"2273","1165","father"
"2275","2295","father"
"2278","807","father"
"2282","795","father"
"2283","3024","father"
"2287","1290","father"
"2291","1276","father"
"2293","2686","father"
"2293","2942","spouseOrConcubine"
"2293","3054","father"
"2294","1656","father"
"2297","1646","father"
"2292","1730","spouseOrConcubine"
"2292","3000","father"
"2303","877","father"
"2308","2428","father"
"2311","2247","father"
"2313","1168","spouseOrConcubine"
"2313","874","spouseOrConcubine"
"2323","1660","father"
"2325","1074","father"
"2326","152","spouseOrConcubine"
"2326","2073","spouseOrConcubine"
"2326","2478","spouseOrConcubine"
"2327","268","father"
"2334","516","father"
"2334","2005","spouseOrConcubine"
"2330","988","father"
"2332","989","father"
"2332","1256","spouseOrConcubine"
"2332","2762","spouseOrConcubine"
"2332","2817","spouseOrConcubine"
"2338","16","spouseOrConcubine"
"2338","986","spouseOrConcubine"
"2338","1367","father"
"2338","1520","father"
"2345","1507","spouseOrConcubine"
"2351","1066","father"
"2349","51","father"
"2350","163","father"
"2350","1589","father"
"2369","335","father"
"2369","1710","spouseOrConcubine"
"2370","279","spouseOrConcubine"
"2373","2879","father"
"2377","990","father"
"2377","1062","spouseOrConcubine"
"2380","998","father"
"2380","2567","father"
"2385","519","mother"
"2385","2450","spouseOrConcubine"
"2386","335","spouseOrConcubine"
"2386","463","mother"
"2386","616","spouseOrConcubine"
"2386","682","spouseOrConcubine"
"2386","1710","mother"
"2386","2401","spouseOrConcubine"
"2392","1041","father"
"2392","721","father"
"2392","1872","father"
"2391","228","father"
"2397","2269","father"
"2398","574","father"
"2401","58","spouseOrConcubine"
"2401","414","spouseOrConcubine"
"2401","502","spouseOrConcubine"
"2401","1216","mother"
"2401","616","spouseOrConcubine"
"2401","682","mother"
"2401","1761","spouseOrConcubine"
"2401","1813","spouseOrConcubine"
"2401","1887","spouseOrConcubine"
"2401","2386","spouseOrConcubine"
"2401","2473","spouseOrConcubine"
"2401","3081","spouseOrConcubine"
"2404","1904","father"
"2403","799","father"
"2405","929","father"
"2405","2729","father"
"2409","647","father"
"2410","1340","father"
"2412","31","spouseOrConcubine"
"2412","38","father"
"2412","365","father"
"2412","1075","spouseOrConcubine"
"2412","869","spouseOrConcubine"
"2412","1603","father"
"2412","1841","spouseOrConcubine"
"2412","1888","spouseOrConcubine"
"2412","2531","father"
"2412","2610","father"
"2412","2823","spouseOrConcubine"
"2412","2902","spouseOrConcubine"
"2412","2980","father"
"2412","3098","father"
"2419","2543","father"
"2420","2299","father"
"2427","2835","father"
"2428","2503","father"
"2429","920","father"
"2429","1403","father"
"2429","1519","father"
"2429","2325","father"
"2432","2656","father"
"2430","2101","father"
"2430","2146","father"
"2430","2538","father"
"2430","3043","father"
"2431","1091","father"
"2431","1537","father"
"2431","2108","spouseOrConcubine"
"2431","3095","father"
"2433","1267","mother"
"2433","1840","mother"
"2433","2143","spouseOrConcubine"
"2433","2832","mother"
"2433","2845","mother"
"2438","1628","father"
"2440","657","father"
"2441","582","father"
"2441","2402","father"
"2444","309","mother"
"2444","1784","spouseOrConcubine"
"2444","2000","mother"
"2444","2478","spouseOrConcubine"
"2450","519","spouseOrConcubine"
"2450","1134","spouseOrConcubine"
"2450","1897","spouseOrConcubine"
"2450","2147","spouseOrConcubine"
"2450","2228","mother"
"2450","2385","spouseOrConcubine"
"2450","2463","spouseOrConcubine"
"2454","65","father"
"2455","1030","father"
"2456","2942","spouseOrConcubine"
"2457","3106","father"
"2463","519","father"
"2463","2450","spouseOrConcubine"
"2465","3087","father"
"2468","1005","spouseOrConcubine"
"2469","15","father"
"2469","1647","father"
"2470","991","father"
"2470","2768","spouseOrConcubine"
"2472","258","spouseOrConcubine"
"2473","58","spouseOrConcubine"
"2473","616","mother"
"2473","2401","spouseOrConcubine"
"2473","2841","spouseOrConcubine"
"2478","105","spouseOrConcubine"
"2478","143","spouseOrConcubine"
"2478","152","spouseOrConcubine"
"2478","177","spouseOrConcubine"
"2478","309","father"
"2478","994","spouseOrConcubine"
"2478","622","father"
"2478","641","father"
"2478","1692","father"
"2478","1990","father"
"2478","2000","father"
"2478","2001","father"
"2478","2073","father"
"2478","2326","spouseOrConcubine"
"2478","2444","spouseOrConcubine"
"2484","708","father"
"2485","248","father"
"2485","1015","father"
"2485","1016","father"
"2485","1238","father"
"2485","1831","father"
"2485","2719","father"
"2485","2860","father"
"2485","3062","father"
"2488","1964","father"
"2489","104","father"
"2489","1215","father"
"2489","2559","father"
"2490","1753","father"
"2494","1245","father"
"2494","815","father"
"2496","1618","father"
"2497","1732","father"
"2493","127","father"
"2493","1125","father"
"2503","2142","father"
"2504","1193","father"
"2513","55","father"
"2513","587","spouseOrConcubine"
"2513","1185","father"
"2513","1543","spouseOrConcubine"
"2513","1581","spouseOrConcubine"
"2513","1604","father"
"2513","1643","father"
"2513","1900","father"
"2513","2011","father"
"2513","2089","father"
"2513","2512","father"
"2513","3063","father"
"2517","835","father"
"2518","2047","father"
"2519","1524","father"
"2520","1973","father"
"2521","781","father"
"2525","1369","father"
"2526","1869","father"
"2515","1567","spouseOrConcubine"
"2533","389","father"
"2541","1694","father"
"2542","29","spouseOrConcubine"
"2542","53","father"
"2542","2130","father"
"2543","1935","father"
"2551","669","father"
"2550","141","father"
"2550","1056","father"
"2550","1296","father"
"2553","1153","father"
"2558","129","father"
"2561","11","father"
"2561","271","father"
"2561","1050","father"
"2561","1106","father"
"2561","1370","father"
"2561","1385","father"
"2561","1474","father"
"2561","606","father"
"2561","639","father"
"2561","2315","father"
"2561","3067","father"
"2563","1169","father"
"2562","2518","father"
"2579","766","father"
"2583","2620","father"
"2586","2636","father"
"2587","992","father"
"2587","2872","spouseOrConcubine"
"2591","1166","father"
"2593","1210","father"
"2593","1634","father"
"2593","1684","father"
"2593","1801","father"
"2593","2474","father"
"2596","1390","father"
"2598","2201","father"
"2600","822","father"
"2601","614","father"
"2604","133","father"
"2608","693","father"
"2613","285","father"
"2613","312","father"
"2613","349","father"
"2613","1049","father"
"2613","1834","father"
"2614","2389","father"
"2615","546","father"
"2618","132","father"
"2618","1636","father"
"2620","402","father"
"2620","1457","father"
"2620","595","father"
"2620","2161","father"
"2620","2554","father"
"2621","2703","father"
"2622","1325","father"
"2624","2219","father"
"2627","1128","father"
"2627","1188","father"
"2627","2231","father"
"2627","2258","father"
"2627","2421","father"
"2627","2487","father"
"2639","1700","father"
"2642","2905","father"
"2644","1004","father"
"2650","130","father"
"2650","267","father"
"2650","1825","father"
"2650","2590","father"
"2656","2025","father"
"2663","205","father"
"2669","2390","father"
"2669","2889","father"
"2672","166","father"
"2672","732","spouseOrConcubine"
"2676","318","spouseOrConcubine"
"2676","567","father"
"2678","3023","father"
"2680","1352","father"
"2681","469","father"
"2683","1746","father"
"2688","2050","father"
"2689","2913","father"
"2696","710","father"
"2698","71","father"
"2698","470","father"
"2698","1105","father"
"2698","1112","father"
"2698","713","father"
"2698","2702","father"
"2698","2955","father"
"2698","3066","father"
"2698","3082","father"
"2699","481","father"
"2699","692","father"
"2699","1602","father"
"2699","3090","father"
"2700","1688","father"
"2701","233","father"
"2701","456","father"
"2701","2442","father"
"2701","2857","father"
"2703","751","father"
"2704","758","father"
"2704","1665","father"
"2709","3097","father"
"2711","1774","father"
"2714","88","father"
"2720","1421","father"
"2719","195","father"
"2719","1026","father"
"2719","1927","father"
"2719","2248","father"
"2719","2665","father"
"2725","125","father"
"2725","287","father"
"2725","821","father"
"2725","2445","father"
"2724","812","father"
"2728","993","father"
"2728","1751","spouseOrConcubine"
"2730","282","father"
"2730","1399","father"
"2730","2434","father"
"2734","476","father"
"2734","1212","father"
"2741","679","father"
"2741","720","father"
"2741","838","father"
"2741","2239","father"
"2741","2562","father"
"2741","3102","father"
"2743","1822","father"
"2745","2111","spouseOrConcubine"
"2745","2943","spouseOrConcubine"
"2749","186","father"
"2749","2448","father"
"2751","1760","father"
"2756","2517","father"
"2759","1297","mother"
"2759","1339","spouseOrConcubine"
"2761","1265","father"
"2762","31","spouseOrConcubine"
"2762","145","spouseOrConcubine"
"2762","415","father"
"2762","989","spouseOrConcubine"
"2762","1841","spouseOrConcubine"
"2762","1888","spouseOrConcubine"
"2762","2119","spouseOrConcubine"
"2762","2332","spouseOrConcubine"
"2762","2412","father"
"2762","2763","spouseOrConcubine"
"2762","2825","father"
"2763","2762","spouseOrConcubine"
"2763","2825","spouseOrConcubine"
"2768","991","spouseOrConcubine"
"2768","2470","spouseOrConcubine"
"2805","1264","father"
"2811","452","father"
"2813","1802","father"
"2814","2900","father"
"2815","1042","father"
"2816","2946","father"
"2817","2332","spouseOrConcubine"
"2819","994","spouseOrConcubine"
"2819","1839","father"
"2821","993","spouseOrConcubine"
"2821","1209","spouseOrConcubine"
"2821","682","spouseOrConcubine"
"2821","1751","spouseOrConcubine"
"2821","1813","spouseOrConcubine"
"2821","2338","mother"
"2821","2984","mother"
"2823","1841","mother"
"2823","2412","spouseOrConcubine"
"2823","2902","spouseOrConcubine"
"2824","2495","father"
"2825","45","spouseOrConcubine"
"2825","2763","spouseOrConcubine"
"2835","2813","father"
"2841","58","father"
"2841","58","spouseOrConcubine"
"2841","1348","spouseOrConcubine"
"2841","1407","father"
"2841","1782","spouseOrConcubine"
"2841","2082","spouseOrConcubine"
"2841","2143","father"
"2841","2473","father"
"2841","2473","spouseOrConcubine"
"2848","1327","father"
"2848","621","father"
"2848","1806","father"
"2848","1924","father"
"2848","2471","father"
"2856","695","father"
"2855","1567","spouseOrConcubine"
"2855","2515","father"
"2858","406","father"
"2859","197","mother"
"2859","414","spouseOrConcubine"
"2859","1144","spouseOrConcubine"
"2859","1216","spouseOrConcubine"
"2872","987","spouseOrConcubine"
"2872","992","spouseOrConcubine"
"2872","1675","father"
"2872","2587","spouseOrConcubine"
"2876","1126","father"
"2877","1705","father"
"2878","705","father"
"2878","862","father"
"2878","1614","father"
"2878","2425","father"
"2878","2654","father"
"2878","2918","father"
"2889","428","father"
"2893","1142","father"
"2895","490","father"
"2896","1286","father"
"2899","2006","father"
"2898","416","spouseOrConcubine"
"2898","1089","spouseOrConcubine"
"2900","2925","father"
"2902","59","spouseOrConcubine"
"2902","1841","father"
"2902","2412","spouseOrConcubine"
"2902","2823","spouseOrConcubine"
"2910","2268","father"
"2913","2680","father"
"2917","3047","father"
"2918","659","father"
"2920","1048","father"
"2925","2563","father"
"2926","800","father"
"2928","358","father"
"2929","1189","father"
"2929","901","father"
"2929","2052","father"
"2929","2090","father"
"2929","3096","father"
"2937","117","spouseOrConcubine"
"2938","2141","father"
"2939","532","spouseOrConcubine"
"2940","531","spouseOrConcubine"
"2940","1237","spouseOrConcubine"
"2941","26","spouseOrConcubine"
"2941","27","mother"
"2941","54","spouseOrConcubine"
"2941","153","spouseOrConcubine"
"2941","416","spouseOrConcubine"
"2941","994","mother"
"2941","1036","spouseOrConcubine"
"2941","1353","spouseOrConcubine"
"2941","903","spouseOrConcubine"
"2941","907","spouseOrConcubine"
"2941","1839","spouseOrConcubine"
"2941","2073","spouseOrConcubine"
"2941","2138","spouseOrConcubine"
"2941","2228","spouseOrConcubine"
"2941","3055","mother"
"2942","791","spouseOrConcubine"
"2942","2293","spouseOrConcubine"
"2942","2456","spouseOrConcubine"
"2942","3054","mother"
"2943","1687","spouseOrConcubine"
"2943","2745","spouseOrConcubine"
"2945","1204","father"
"2946","2735","father"
"2952","407","father"
"2954","921","father"
"2957","738","father"
"2962","2687","father"
"2968","1377","father"
"2963","2545","father"
"2970","14","father"
"2970","118","spouseOrConcubine"
"2971","1152","spouseOrConcubine"
"2971","1676","father"
"2975","2519","father"
"2973","144","father"
"2974","375","spouseOrConcubine"
"2974","882","father"
"2981","1406","father"
"2984","536","father"
"2984","976","father"
"2984","1223","father"
"2984","1489","father"
"2984","2954","father"
"2998","717","father"
"2998","1677","father"
"2998","2112","spouseOrConcubine"
"3000","236","spouseOrConcubine"
"3000","1085","mother"
"3000","761","spouseOrConcubine"
"3000","1730","spouseOrConcubine"
"3000","2174","spouseOrConcubine"
"3002","1183","father"
"3002","704","father"
"3002","2501","father"
"3007","1593","father"
"3009","699","father"
"3022","2928","father"
"3023","1683","father"
"3024","246","father"
"3035","1548","father"
"3035","1895","father"
"3035","2083","father"
"3035","2211","father"
"3035","2868","father"
"3041","1731","father"
"3045","746","father"
"3044","1641","father"
"3047","2003","father"
"3048","1124","father"
"3049","1360","spouseOrConcubine"
"3049","1362","spouseOrConcubine"
"3052","23","father"
"3052","1844","spouseOrConcubine"
"3053","872","mother"
"3053","2165","spouseOrConcubine"
"3054","56","father"
"3054","471","father"
"3054","1384","father"
"3054","1426","father"
"3054","1445","father"
"3054","1765","father"
"3054","2021","father"
"3054","2240","father"
"3054","2606","father"
"3055","50","mother"
"3055","320","mother"
"3055","1617","mother"
"3061","247","father"
"3061","432","spouseOrConcubine"
"3062","178","father"
"3062","249","father"
"3064","121","spouseOrConcubine"
"3064","359","spouseOrConcubine"
"3064","783","spouseOrConcubine"
"3064","803","spouseOrConcubine"
"3064","1632","mother"
"3069","2051","father"
"3070","2609","father"
"3071","1117","father"
"3072","213","father"
"3073","1161","father"
"3075","1659","father"
"3080","1808","spouseOrConcubine"
"3080","2041","spouseOrConcubine"
"3080","2118","mother"
"3080","2884","mother"
"3081","337","mother"
"3081","1262","mother"
"3081","616","spouseOrConcubine"
